TEXT	LEMMA	POS
Mista	Mista	PROPN
Reavaliacao	Reavaliacao	PROPN
Informacoes	Informacoes	PROPN
observado	observar	VERB
mandato	mandato	NOUN
2	2	NUM
anos	ano	NOUN
integrantes	integrante	NOUN
disposicoes	disposicoes	NOUN
Lei	Lei	NOUN
Regulamento	Regulamento	NOUN
ARTIGO_36	ARTIGO_36	PROPN
Art.	Art.	PROPN
36	36	NUM
tratamento	tratamento	NOUN
informacao	informacao	NOUN
sigilosa	sigiloso	ADJ
resultante	resultante	NOUN
tratados	tratado	NOUN
acordos	acordo	NOUN
atos	ato	NOUN
internacionais	internacional	ADJ
atendera	atenderar	VERB
normas	norma	NOUN
recomendacoes	recomendacoe	NOUN
constantes	constante	ADJ
desses	de esse	ADP
instrumentos	instrumento	NOUN
ARTIGO_37	ARTIGO_37	PROPN
Art.	Art.	PROPN
37	37	NUM
instituido	instituir	VERB
ambito	ambito	NOUN
Gabinete	Gabinete	PROPN
Seguranca	Seguranca	PROPN
Institucional	Institucional	PROPN
Presidencia	Presidencia	PROPN
Republica	Republica	PROPN
Nucleo	Nucleo	PROPN
Seguranca	Seguranca	PROPN
Credenciamento	Credenciamento	PROPN
NSC	NSC	PROPN
objetivos	objetivo	NOUN
Regulamento	Regulamento	NOUN
I	I	PROPN
promover	promover	VERB
propor	propor	VERB
regulamentacao	regulamentacao	NOUN
credenciamento	credenciamento	NOUN
seguranca	seguranca	NOUN
pessoas	pessoa	NOUN
fisicas	fisico	ADJ
empresas	empresa	NOUN
orgaos	orgao	NOUN
entidades	entidade	NOUN
tratamento	tratamento	NOUN
informacoes	informacoe	NOUN
sigilosas	sigiloso	ADJ
II	II	ADJ
garantir	garantir	VERB
seguranca	seguranca	NOUN
informacoes	informacoe	NOUN
sigilosas	sigiloso	ADJ
provenientes	proveniente	ADJ
paises	paise	NOUN
organizacoes	organizacoe	NOUN
internacionais	internacional	ADJ
Republica	Republica	PROPN
Federativa	Federativa	PROPN
Brasil	Brasil	PROPN
tenha	ter	AUX
firmado	firmar	VERB
tratado	tratado	NOUN
acordo	acordo	NOUN
contrato	contrato	NOUN
outro	outro	DET
ato	ato	NOUN
internacional	internacional	ADJ
prejuizo	prejuizo	NOUN
atribuicoes	atribuicoe	NOUN
Ministerio	Ministerio	PROPN
Relacoes	Relacoes	PROPN
Exteriores	Exteriores	PROPN
orgaos	orgaos	NOUN
competentes	competente	ADJ
Paragrafo	paragrafo	PROPN
unico	unico	ADJ
Regulamento	Regulamento	NOUN
dispora	dispor	ADJ
composicao	composicao	NOUN
organizacao	organizacao	NOUN
funcionamento	funcionamento	NOUN
NSC	NSC	PROPN
ARTIGO_38	ARTIGO_38	PROPN
Art.	Art.	PROPN
38	38	NUM
Aplica-se	Aplica-se	VERB
couber	couber	VERB
Lei	Lei	PROPN
9.507	9.507	NUM
12	12	NUM
novembro	novembro	NOUN
1997	1997	NUM
relacao	relacao	NOUN
informacao	informacao	NOUN
pessoa	pessoa	NOUN
fisica	Fisica	ADJ
juridica	juridico	ADJ
constante	constante	ADJ
registro	registro	NOUN
banco	banco	NOUN
dados	dado	NOUN
entidades	entidade	NOUN
governamentais	governamental	ADJ
carater	carater	NOUN
publico	publico	ADJ
ARTIGO_39	ARTIGO_39	PROPN
Art.	Art.	PROPN
39	39	NUM
orgaos	orgao	NOUN
entidades	entidade	NOUN
publicas	publico	ADJ
deverao	deverao	VERB
proceder	proceder	VERB
reavaliacao	reavaliacao	NOUN
informacoes	informacoe	NOUN
classificadas	classificar	VERB
ultrassecretas	ultrassecreto	ADJ
secretas	secreto	ADJ
prazo	prazo	NOUN
maximo	maximo	ADJ
2	2	NUM
anos	ano	NOUN
contado	contar	VERB
termo	termo	NOUN
inicial	inicial	ADJ
vigencia	vigencia	NOUN
Lei	Lei	NOUN
SS	SS	PROPN
1o	1o	PROPN
restricao	restricao	NOUN
acesso	acesso	NOUN
informacoes	informacoe	NOUN
razao	razao	NOUN
reavaliacao	reavaliacao	NOUN
prevista	prever	VERB
caput	caput	NOUN
devera	deverar	ADJ
observar	observar	VERB
prazos	prazo	NOUN
condicoes	condicoe	NOUN
previstos	prever	VERB
Lei	Lei	NOUN
SS	SS	PROPN
2o	2o	PROPN
ambito	ambito	NOUN
administracao	administracao	NOUN
publica	publicar	VERB
federal	federal	ADJ
reavaliacao	reavaliacao	NOUN
prevista	prever	VERB
caput	caput	NOUN
podera	poderar	VERB
revista	rever	VERB
Comissao	Comissao	PROPN
Mista	Mista	PROPN
Reavaliacao	Reavaliacao	PROPN
Informacoes	Informacoes	PROPN
observados	observar	VERB
termos	termo	NOUN
Lei	Lei	NOUN
SS	SS	PROPN
3o	3o	ADJ
nao	nao	NOUN
transcorrido	transcorrir	VERB
prazo	prazo	NOUN
reavaliacao	reavaliacao	NOUN
previsto	prever	VERB
caput	caput	NOUN
sera	sera	AUX
mantida	mantir	VERB
classificacao	classificacao	NOUN
informacao	informacao	NOUN
termos	termo	NOUN
legislacao	legislacao	NOUN
precedente	precedente	ADJ
SS	SS	PROPN
4o	4o	NUM
informacoes	informacoe	NOUN
classificadas	classificar	VERB
secretas	secreto	ADJ
ultrassecretas	ultrassecreto	ADJ
nao	nao	PRON
reavaliadas	reavaliar	VERB
prazo	prazo	NOUN
previsto	prever	VERB
caput	caput	ADJ
serao	serao	NOUN
consideradas	considerar	VERB
automaticamente	automaticamente	ADV
acesso	acesso	NOUN
publico	publico	ADJ
ARTIGO_40	ARTIGO_40	PROPN
Art.	Art.	PROPN
40	40	NUM
prazo	prazo	NOUN
60	60	NUM
sessenta	sessenta	NUM
dias	dia	NOUN
contar	contar	VERB
vigencia	vigencia	NOUN
Lei	Lei	NOUN
dirigente	dirigente	NOUN
maximo	maximo	ADJ
orgao	orgao	NOUN
entidade	entidade	NOUN
administracao	administracao	NOUN
publica	publicar	VERB
federal	federal	ADJ
direta	direto	ADJ
indireta	indireto	ADJ
designara	designar	VERB
autoridade	autoridade	NOUN
seja	ser	AUX
diretamente	diretamente	ADV
subordinada	subordinar	VERB
ambito	ambito	NOUN
respectivo	respectivo	ADJ
orgao	orgao	NOUN
entidade	entidade	NOUN
exercer	exercer	VERB
seguintes	seguinte	ADJ
atribuicoes	atribuicoe	NOUN
I	I	PROPN
assegurar	assegurar	VERB
cumprimento	cumprimento	NOUN
normas	norma	NOUN
relativas	relativo	ADJ
acesso	acesso	NOUN
informacao	informacao	NOUN
eficiente	eficiente	ADJ
adequada	adequado	ADJ
objetivos	objetivo	NOUN
Lei	Lei	PROPN
II	II	ADJ
monitorar	monitorar	VERB
implementacao	implementacao	NOUN
disposto	disposto	NOUN
Lei	Lei	PROPN
apresentar	apresentar	VERB
relatorios	relatorio	NOUN
periodicos	periodico	ADJ
cumprimento	cumprimento	NOUN
III	III	PROPN
recomendar	recomendar	VERB
medidas	medida	NOUN
indispensaveis	indispensavel	ADJ
implementacao	implementacao	NOUN
aperfeicoamento	aperfeicoamento	NOUN
normas	norma	NOUN
procedimentos	procedimento	NOUN
necessarios	necessario	ADJ
correto	correto	ADJ
cumprimento	cumprimento	NOUN
disposto	disposto	NOUN
Lei	Lei	PROPN
IV	IV	ADJ
orientar	orientar	VERB
respectivas	respectivo	ADJ
unidades	unidade	NOUN
refere	referir	VERB
cumprimento	cumprimento	NOUN
disposto	disposto	NOUN
Lei	Lei	PROPN
regulamentos	regulamento	NOUN
ARTIGO_41	ARTIGO_41	PROPN
Art.	Art.	PROPN
41	41	NUM
Executivo	Executivo	PROPN
Federal	Federal	PROPN
designara	designar	VERB
orgao	orgao	NOUN
administracao	administracao	NOUN
publica	publicar	VERB
federal	federal	ADJ
responsavel	responsavel	ADJ
I	I	PROPN
promocao	promocao	NOUN
campanha	campanha	NOUN
abrangencia	abrangencia	NOUN
nacional	nacional	ADJ
fomento	fomento	NOUN
cultura	cultura	NOUN
transparencia	transparencia	NOUN
administracao	administracao	NOUN
publica	publicar	VERB
conscientizacao	conscientizacao	NOUN
direito	direito	NOUN
fundamental	fundamental	ADJ
acesso	acesso	NOUN
informacao	informacao	NOUN
II	II	ADJ
treinamento	treinamento	NOUN
agentes	agente	NOUN
publicos	publico	ADJ
refere	referir	VERB
desenvolvimento	desenvolvimento	NOUN
praticas	pratica	NOUN
relacionadas	relacionar	VERB
transparencia	transparencia	NOUN
administracao	administracao	NOUN
publica	publicar	VERB
III	III	PROPN
monitoramento	monitoramento	NOUN
aplicacao	aplicacao	NOUN
lei	lei	NOUN
ambito	ambito	NOUN
administracao	administracao	NOUN
publica	publicar	VERB
federal	federal	ADJ
concentrando	concentrar	VERB
consolidando	consolidar	VERB
publicacao	publicacao	NOUN
informacoes	informacoe	NOUN
estatisticas	estatistica	ADJ
relacionadas	relacionar	VERB
art.	art.	NOUN
30	30	NUM
IV	IV	PROPN
encaminhamento	encaminhamento	NOUN
Congresso	Congresso	PROPN
Nacional	Nacional	PROPN
relatorio	relatorio	PROPN
anual	anual	ADJ
informacoes	informacoe	NOUN
atinentes	atinente	ADJ
implementacao	implementacao	NOUN
Lei	Lei	NOUN
ARTIGO_42	ARTIGO_42	PROPN
Art.	Art.	PROPN
42	42	NUM
Executivo	Executivo	PROPN
regulamentara	regulamentar	VERB
disposto	disposto	NOUN
Lei	Lei	PROPN
prazo	prazo	NOUN
180	180	NUM
oitenta	oitenta	NUM
dias	dia	NOUN
contar	contar	VERB
data	data	NOUN
publicacao	publicacao	NOUN
ARTIGO_43	ARTIGO_43	PROPN
Art.	Art.	PROPN
43	43	NUM
inciso	inciso	NOUN
VI	VI	ADJ
art.	art.	NOUN
116	116	NUM
Lei	Lei	PROPN
8.112	8.112	NUM
11	11	NUM
dezembro	dezembro	NOUN
1990	1990	NUM
passa	passar	VERB
vigorar	vigorar	VERB
seguinte	seguinte	ADJ
redacao	redacao	NOUN
ARTIGO_116	ARTIGO_116	PROPN
Art.	Art.	NOUN
116	116	NUM
VI	VI	ADJ
levar	levar	VERB
irregularidades	irregularidade	NOUN
tiver	ter	VERB
ciencia	ciencia	NOUN
razao	razao	NOUN
cargo	cargo	NOUN
conhecimento	conhecimento	NOUN
autoridade	autoridade	NOUN
superior	alto	ADJ
houver	haver	VERB
suspeita	suspeita	NOUN
envolvimento	envolvimento	NOUN
conhecimento	conhecimento	NOUN
autoridade	autoridade	NOUN
competente	competente	ADJ
apuracao	apuracao	NOUN
NR	NR	PROPN
ARTIGO_44	ARTIGO_44	PROPN
Art.	Art.	PROPN
44	44	NUM
Capitulo	Capitulo	PROPN
IV	IV	PROPN
Titulo	Titulo	PROPN
IV	IV	PROPN
Lei	Lei	PROPN
8.112	8.112	NUM
1990	1990	NUM
passa	passar	VERB
vigorar	vigorar	VERB
acrescido	acrescer	VERB
seguinte	seguinte	ADJ
art.	art.	NOUN
126-A	126-A	NUM
ARTIGO_126	ARTIGO_126	PROPN
Art.	Art.	NOUN
126-A.	126-A.	NOUN
Nenhum	nenhum	DET
servidor	servidor	NOUN
podera	poderar	VERB
responsabilizado	responsabilizar	VERB
civil	civil	ADJ
penal	penal	ADJ
administrativamente	administrativamente	ADV
ciencia	ciencia	NOUN
autoridade	autoridade	NOUN
superior	alto	ADJ
houver	haver	VERB
suspeita	suspeita	NOUN
envolvimento	envolvimento	NOUN
autoridade	autoridade	NOUN
competente	competente	ADJ
apuracao	apuracao	NOUN
informacao	informacao	NOUN
concernente	concernente	ADV
pratica	pratica	NOUN
crimes	crime	NOUN
improbidade	improbidade	NOUN
tenha	ter	VERB
conhecimento	conhecimento	NOUN
decorrencia	decorrencia	NOUN
exercicio	exercicio	NOUN
cargo	cargo	NOUN
emprego	emprego	NOUN
funcao	funcao	NOUN
publica	publicar	VERB
ARTIGO_45	ARTIGO_45	PROPN
Art.	Art.	PROPN
45	45	NUM
Cabe	caber	VERB
Estados	estado	NOUN
Distrito	Distrito	PROPN
Federal	Federal	PROPN
Municipios	Municipios	PROPN
legislacao	legislacao	NOUN
propria	proprio	ADJ
obedecidas	obedecir	VERB
normas	norma	NOUN
gerais	geral	ADJ
estabelecidas	estabelecir	VERB
Lei	Lei	PROPN
definir	definir	VERB
regras	regra	NOUN
especificas	especifico	ADJ
especialmente	especialmente	ADV
disposto	disposto	NOUN
art.	art.	NOUN
9o	9o	ADJ
Secao	Secao	PROPN
II	II	PROPN
Capitulo	Capitulo	PROPN
III	III	PROPN
ARTIGO_46	ARTIGO_46	PROPN
Art.	Art.	PROPN
46	46	NUM
Revogam-se	Revogam-se	VERB
I	I	PROPN
Lei	Lei	PROPN
11.111	11.111	NUM
5	5	NUM
maio	maio	NOUN
2005	2005	NUM
II	II	PROPN
arts	art	NOUN
22	22	NUM
24	24	NUM
Lei	Lei	PROPN
8.159	8.159	NUM
8	8	NUM
janeiro	janeiro	NOUN
1991	1991	NUM
ARTIGO_47	ARTIGO_47	PROPN
Art.	Art.	PROPN
47	47	NUM
Lei	Lei	PROPN
entra	entrar	VERB
vigor	vigor	NOUN
180	180	NUM
oitenta	oitenta	NUM
dias	dia	NOUN
apos	apo	ADJ
data	data	NOUN
publicacao	publicacao	NOUN
Brasilia	Brasilia	PROPN
18	18	NUM
novembro	novembro	NOUN
2011	2011	NUM
190o	190o	NUM
Independencia	Independencia	PROPN
123o	123o	NUM
Republica	Republica	PROPN
DILMA	DILMA	PROPN
ROUSSEFF	ROUSSEFF	PROPN
Jose	Jose	PROPN
Eduardo	Eduardo	PROPN
Cardoso	Cardoso	PROPN
Celso	Celso	PROPN
Luiz	Luiz	PROPN
Nunes	Nunes	PROPN
Amorim	Amorim	PROPN
Antonio	Antonio	PROPN
Aguiar	Aguiar	PROPN
Patriota	Patriota	PROPN
Miriam	Miriam	PROPN
Belchior	Belchior	PROPN
Paulo	Paulo	PROPN
Bernardo	Bernardo	PROPN
Silva	Silva	PROPN
Gleisi	Gleisi	PROPN
Hoffmann	Hoffmann	PROPN
Jose	Jose	PROPN
Elito	Elito	PROPN
Carvalho	Carvalho	PROPN
Siqueira	Siqueira	PROPN
Helena	Helena	PROPN
Chagas	Chagas	PROPN
Luis	Luis	PROPN
Inacio	Inacio	PROPN
Lucena	Lucena	PROPN
Adams	Adams	PROPN
Jorge	Jorge	PROPN
Hage	Hage	PROPN
Sobrinho	Sobrinho	PROPN
Maria	Maria	PROPN
Rosario	Rosario	PROPN
Nunes	Nunes	PROPN
texto	texto	NOUN
nao	nao	ADV
substitui	substituir	VERB
publicado	publicar	VERB
DOU	DOU	PROPN
18.11.2011	18.11.2011	NUM
Edicao	Edicao	PROPN
extra	extra	ADJ
